tracepoint,event_type,event_id,core_ts_us,ipc_worker_ts_us,ipc_latency_us,params
utxocache:add,utxocache_add,f70ca29ab9f39e0e531596bcef2424e73e483dc3d2421f219d03a195ff91e7df:0,237075156700,160694838411,-76380318289,"{""type"":""utxocache_add"",""txid"":""f70ca29ab9f39e0e531596bcef2424e73e483dc3d2421f219d03a195ff91e7df"",""vout"":0,""height"":42,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075156700}"
utxocache:add,utxocache_add,f70ca29ab9f39e0e531596bcef2424e73e483dc3d2421f219d03a195ff91e7df:0,237075156866,160694838563,-76380318303,"{""type"":""utxocache_add"",""txid"":""f70ca29ab9f39e0e531596bcef2424e73e483dc3d2421f219d03a195ff91e7df"",""vout"":0,""height"":42,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075156866}"
validation:block_connected,block_connected,536c2d42ea37410b4fd12ac6ac69251e9f1eaf142ffcec66d37cc26e23f093a6,237075157151,160694838843,-76380318308,"{""type"":""block_connected"",""hash"":""536c2d42ea37410b4fd12ac6ac69251e9f1eaf142ffcec66d37cc26e23f093a6"",""height"":42,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":288167,""timestamp_us"":237075157151}"
(internal BlockChecked),block_validated,536c2d42ea37410b4fd12ac6ac69251e9f1eaf142ffcec66d37cc26e23f093a6,237075157154,160694838892,-76380318262,"{""type"":""block_validated"",""hash"":""536c2d42ea37410b4fd12ac6ac69251e9f1eaf142ffcec66d37cc26e23f093a6"",""height"":-1,""tx_count"":1,""received_us"":237075157154,""validated_us"":237075157154,""accepted"":true}"
utxocache:add,utxocache_add,74ff20ac74a666e1e368831ead3e57326b17f4f6986179b033bbd12c679d8921:0,237075157272,160694838977,-76380318295,"{""type"":""utxocache_add"",""txid"":""74ff20ac74a666e1e368831ead3e57326b17f4f6986179b033bbd12c679d8921"",""vout"":0,""height"":43,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075157272}"
utxocache:add,utxocache_add,74ff20ac74a666e1e368831ead3e57326b17f4f6986179b033bbd12c679d8921:0,237075157392,160694839076,-76380318316,"{""type"":""utxocache_add"",""txid"":""74ff20ac74a666e1e368831ead3e57326b17f4f6986179b033bbd12c679d8921"",""vout"":0,""height"":43,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075157392}"
validation:block_connected,block_connected,51b48b0fd08c61eb2ee087d9398366c966a5e912ff274fa6e3ec891012222953,237075159970,160694841881,-76380318089,"{""type"":""block_connected"",""hash"":""51b48b0fd08c61eb2ee087d9398366c966a5e912ff274fa6e3ec891012222953"",""height"":43,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":2580042,""timestamp_us"":237075159970}"
(internal BlockChecked),block_validated,51b48b0fd08c61eb2ee087d9398366c966a5e912ff274fa6e3ec891012222953,237075159975,160694842167,-76380317808,"{""type"":""block_validated"",""hash"":""51b48b0fd08c61eb2ee087d9398366c966a5e912ff274fa6e3ec891012222953"",""height"":-1,""tx_count"":1,""received_us"":237075159975,""validated_us"":237075159975,""accepted"":true}"
utxocache:add,utxocache_add,180a0ba657ed713e59659bde1a71adac05f1477fc7b1d996d7f281d9754ff283:0,237075160660,160694842496,-76380318164,"{""type"":""utxocache_add"",""txid"":""180a0ba657ed713e59659bde1a71adac05f1477fc7b1d996d7f281d9754ff283"",""vout"":0,""height"":44,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075160660}"
utxocache:add,utxocache_add,180a0ba657ed713e59659bde1a71adac05f1477fc7b1d996d7f281d9754ff283:0,237075161600,160694843363,-76380318237,"{""type"":""utxocache_add"",""txid"":""180a0ba657ed713e59659bde1a71adac05f1477fc7b1d996d7f281d9754ff283"",""vout"":0,""height"":44,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075161600}"
validation:block_connected,block_connected,6b3b85a9f50d285fb082ddd31aba0c81eea932b796513b5fc679f06a0e4e6460,237075161837,160694843668,-76380318169,"{""type"":""block_connected"",""hash"":""6b3b85a9f50d285fb082ddd31aba0c81eea932b796513b5fc679f06a0e4e6460"",""height"":44,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":241708,""timestamp_us"":237075161837}"
(internal BlockChecked),block_validated,6b3b85a9f50d285fb082ddd31aba0c81eea932b796513b5fc679f06a0e4e6460,237075161842,160694843768,-76380318074,"{""type"":""block_validated"",""hash"":""6b3b85a9f50d285fb082ddd31aba0c81eea932b796513b5fc679f06a0e4e6460"",""height"":-1,""tx_count"":1,""received_us"":237075161842,""validated_us"":237075161842,""accepted"":true}"
utxocache:add,utxocache_add,f7da225f2fe7083e83132fd22cc5b0af5f24ec2f546e519678637c73733ad12f:0,237075162774,160694844516,-76380318258,"{""type"":""utxocache_add"",""txid"":""f7da225f2fe7083e83132fd22cc5b0af5f24ec2f546e519678637c73733ad12f"",""vout"":0,""height"":45,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075162774}"
utxocache:add,utxocache_add,f7da225f2fe7083e83132fd22cc5b0af5f24ec2f546e519678637c73733ad12f:0,237075162931,160694844643,-76380318288,"{""type"":""utxocache_add"",""txid"":""f7da225f2fe7083e83132fd22cc5b0af5f24ec2f546e519678637c73733ad12f"",""vout"":0,""height"":45,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075162931}"
validation:block_connected,block_connected,5b91ed2c0f14dedbf6e9db1735a1a377e4bc6052045a6daf1e9bae0eeb0ccd1f,237075163078,160694844808,-76380318270,"{""type"":""block_connected"",""hash"":""5b91ed2c0f14dedbf6e9db1735a1a377e4bc6052045a6daf1e9bae0eeb0ccd1f"",""height"":45,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":148958,""timestamp_us"":237075163078}"
(internal BlockChecked),block_validated,5b91ed2c0f14dedbf6e9db1735a1a377e4bc6052045a6daf1e9bae0eeb0ccd1f,237075163083,160694844876,-76380318207,"{""type"":""block_validated"",""hash"":""5b91ed2c0f14dedbf6e9db1735a1a377e4bc6052045a6daf1e9bae0eeb0ccd1f"",""height"":-1,""tx_count"":1,""received_us"":237075163083,""validated_us"":237075163083,""accepted"":true}"
utxocache:add,utxocache_add,7ba349eace3e1964ac5b5c2e692cb4a36eabf9bcef9468510079636627134017:0,237075165076,160694846779,-76380318297,"{""type"":""utxocache_add"",""txid"":""7ba349eace3e1964ac5b5c2e692cb4a36eabf9bcef9468510079636627134017"",""vout"":0,""height"":46,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075165076}"
utxocache:add,utxocache_add,7ba349eace3e1964ac5b5c2e692cb4a36eabf9bcef9468510079636627134017:0,237075340153,160695021897,-76380318256,"{""type"":""utxocache_add"",""txid"":""7ba349eace3e1964ac5b5c2e692cb4a36eabf9bcef9468510079636627134017"",""vout"":0,""height"":46,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075340153}"
validation:block_connected,block_connected,49239db354d2ba848d06d66d2a98b58ebccb4670b2c1440ccf9f9e7f22c94c49,237075340360,160695022059,-76380318301,"{""type"":""block_connected"",""hash"":""49239db354d2ba848d06d66d2a98b58ebccb4670b2c1440ccf9f9e7f22c94c49"",""height"":46,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":215834,""timestamp_us"":237075340360}"
(internal BlockChecked),block_validated,49239db354d2ba848d06d66d2a98b58ebccb4670b2c1440ccf9f9e7f22c94c49,237075340364,160695022102,-76380318262,"{""type"":""block_validated"",""hash"":""49239db354d2ba848d06d66d2a98b58ebccb4670b2c1440ccf9f9e7f22c94c49"",""height"":-1,""tx_count"":1,""received_us"":237075340364,""validated_us"":237075340364,""accepted"":true}"
utxocache:add,utxocache_add,6f9e858e1d64496a8177ca63e90df6e3780dca1af2a966066bc04b462eccf098:0,237075340571,160695022283,-76380318288,"{""type"":""utxocache_add"",""txid"":""6f9e858e1d64496a8177ca63e90df6e3780dca1af2a966066bc04b462eccf098"",""vout"":0,""height"":47,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075340571}"
utxocache:add,utxocache_add,6f9e858e1d64496a8177ca63e90df6e3780dca1af2a966066bc04b462eccf098:0,237075340736,160695022439,-76380318297,"{""type"":""utxocache_add"",""txid"":""6f9e858e1d64496a8177ca63e90df6e3780dca1af2a966066bc04b462eccf098"",""vout"":0,""height"":47,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075340736}"
validation:block_connected,block_connected,35a2d2c06298b9181d4e57409cb37096e8755a75f64de4cbe0f985d537414b22,237075340989,160695022674,-76380318315,"{""type"":""block_connected"",""hash"":""35a2d2c06298b9181d4e57409cb37096e8755a75f64de4cbe0f985d537414b22"",""height"":47,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":255917,""timestamp_us"":237075340989}"
(internal BlockChecked),block_validated,35a2d2c06298b9181d4e57409cb37096e8755a75f64de4cbe0f985d537414b22,237075340992,160695022705,-76380318287,"{""type"":""block_validated"",""hash"":""35a2d2c06298b9181d4e57409cb37096e8755a75f64de4cbe0f985d537414b22"",""height"":-1,""tx_count"":1,""received_us"":237075340992,""validated_us"":237075340992,""accepted"":true}"
utxocache:add,utxocache_add,40ec0f042dff9a96987b1fdb7218e1d07c9a57333e85b7a06acd00685b3d054c:0,237075341117,160695022804,-76380318313,"{""type"":""utxocache_add"",""txid"":""40ec0f042dff9a96987b1fdb7218e1d07c9a57333e85b7a06acd00685b3d054c"",""vout"":0,""height"":48,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075341117}"
utxocache:add,utxocache_add,40ec0f042dff9a96987b1fdb7218e1d07c9a57333e85b7a06acd00685b3d054c:0,237075341238,160695022918,-76380318320,"{""type"":""utxocache_add"",""txid"":""40ec0f042dff9a96987b1fdb7218e1d07c9a57333e85b7a06acd00685b3d054c"",""vout"":0,""height"":48,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075341238}"
validation:block_connected,block_connected,29c2a96d3d559e36df477be5b206a3caf1417aa21d6903a89a9f72f967718887,237075341321,160695023007,-76380318314,"{""type"":""block_connected"",""hash"":""29c2a96d3d559e36df477be5b206a3caf1417aa21d6903a89a9f72f967718887"",""height"":48,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":85042,""timestamp_us"":237075341321}"
(internal BlockChecked),block_validated,29c2a96d3d559e36df477be5b206a3caf1417aa21d6903a89a9f72f967718887,237075341324,160695023055,-76380318269,"{""type"":""block_validated"",""hash"":""29c2a96d3d559e36df477be5b206a3caf1417aa21d6903a89a9f72f967718887"",""height"":-1,""tx_count"":1,""received_us"":237075341324,""validated_us"":237075341324,""accepted"":true}"
utxocache:add,utxocache_add,00a3d3675f3d03074f040b97b8af69a1944c046af6301e8ee12411306e4047c8:0,237075342580,160695024271,-76380318309,"{""type"":""utxocache_add"",""txid"":""00a3d3675f3d03074f040b97b8af69a1944c046af6301e8ee12411306e4047c8"",""vout"":0,""height"":49,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075342580}"
utxocache:add,utxocache_add,00a3d3675f3d03074f040b97b8af69a1944c046af6301e8ee12411306e4047c8:0,237075342932,160695024613,-76380318319,"{""type"":""utxocache_add"",""txid"":""00a3d3675f3d03074f040b97b8af69a1944c046af6301e8ee12411306e4047c8"",""vout"":0,""height"":49,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075342932}"
validation:block_connected,block_connected,2fca038d8c3537a0a180ff145a733e94dac31c4f75bc87f3f2a5f9e3e83b1abc,237075343018,160695024717,-76380318301,"{""type"":""block_connected"",""hash"":""2fca038d8c3537a0a180ff145a733e94dac31c4f75bc87f3f2a5f9e3e83b1abc"",""height"":49,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":88375,""timestamp_us"":237075343018}"
(internal BlockChecked),block_validated,2fca038d8c3537a0a180ff145a733e94dac31c4f75bc87f3f2a5f9e3e83b1abc,237075343022,160695024764,-76380318258,"{""type"":""block_validated"",""hash"":""2fca038d8c3537a0a180ff145a733e94dac31c4f75bc87f3f2a5f9e3e83b1abc"",""height"":-1,""tx_count"":1,""received_us"":237075343022,""validated_us"":237075343022,""accepted"":true}"
utxocache:add,utxocache_add,2117b8defba558f88a54ab7caf2813d1af7720b84daad62842f0cc7d334911c4:0,237075343121,160695024815,-76380318306,"{""type"":""utxocache_add"",""txid"":""2117b8defba558f88a54ab7caf2813d1af7720b84daad62842f0cc7d334911c4"",""vout"":0,""height"":50,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075343121}"
utxocache:add,utxocache_add,2117b8defba558f88a54ab7caf2813d1af7720b84daad62842f0cc7d334911c4:0,237075343239,160695025029,-76380318210,"{""type"":""utxocache_add"",""txid"":""2117b8defba558f88a54ab7caf2813d1af7720b84daad62842f0cc7d334911c4"",""vout"":0,""height"":50,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075343239}"
validation:block_connected,block_connected,6a6476c12dc8b7747f2bd0a6854760ab7ba5c56d78391f388e671ac0dd4b6aeb,237075344105,160695025893,-76380318212,"{""type"":""block_connected"",""hash"":""6a6476c12dc8b7747f2bd0a6854760ab7ba5c56d78391f388e671ac0dd4b6aeb"",""height"":50,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":869875,""timestamp_us"":237075344105}"
(internal BlockChecked),block_validated,6a6476c12dc8b7747f2bd0a6854760ab7ba5c56d78391f388e671ac0dd4b6aeb,237075344115,160695026054,-76380318061,"{""type"":""block_validated"",""hash"":""6a6476c12dc8b7747f2bd0a6854760ab7ba5c56d78391f388e671ac0dd4b6aeb"",""height"":-1,""tx_count"":1,""received_us"":237075344115,""validated_us"":237075344115,""accepted"":true}"
utxocache:add,utxocache_add,50e9f823fe6384b0b4f4c0f683ed73cb43b2c0b9c4bd78de28441412ca04a49a:0,237075344494,160695026452,-76380318042,"{""type"":""utxocache_add"",""txid"":""50e9f823fe6384b0b4f4c0f683ed73cb43b2c0b9c4bd78de28441412ca04a49a"",""vout"":0,""height"":51,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075344494}"
utxocache:add,utxocache_add,50e9f823fe6384b0b4f4c0f683ed73cb43b2c0b9c4bd78de28441412ca04a49a:0,237075528043,160695209884,-76380318159,"{""type"":""utxocache_add"",""txid"":""50e9f823fe6384b0b4f4c0f683ed73cb43b2c0b9c4bd78de28441412ca04a49a"",""vout"":0,""height"":51,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075528043}"
validation:block_connected,block_connected,20df6f2f45c91333302f2943fe9b4c11dbb1f381ff74dda2331cfb710e93d286,237075528342,160695210067,-76380318275,"{""type"":""block_connected"",""hash"":""20df6f2f45c91333302f2943fe9b4c11dbb1f381ff74dda2331cfb710e93d286"",""height"":51,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":314167,""timestamp_us"":237075528342}"
(internal BlockChecked),block_validated,20df6f2f45c91333302f2943fe9b4c11dbb1f381ff74dda2331cfb710e93d286,237075528350,160695210219,-76380318131,"{""type"":""block_validated"",""hash"":""20df6f2f45c91333302f2943fe9b4c11dbb1f381ff74dda2331cfb710e93d286"",""height"":-1,""tx_count"":1,""received_us"":237075528350,""validated_us"":237075528350,""accepted"":true}"
utxocache:add,utxocache_add,7121a21000d5b30d22119cd6bd8fe08a35e2c339cbafe506578773c10aed2fe7:0,237075528614,160695210334,-76380318280,"{""type"":""utxocache_add"",""txid"":""7121a21000d5b30d22119cd6bd8fe08a35e2c339cbafe506578773c10aed2fe7"",""vout"":0,""height"":52,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075528614}"
utxocache:add,utxocache_add,7121a21000d5b30d22119cd6bd8fe08a35e2c339cbafe506578773c10aed2fe7:0,237075528862,160695210611,-76380318251,"{""type"":""utxocache_add"",""txid"":""7121a21000d5b30d22119cd6bd8fe08a35e2c339cbafe506578773c10aed2fe7"",""vout"":0,""height"":52,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075528862}"
validation:block_connected,block_connected,13f066af6394362091cc50720371f4f040c6ea9d67c5e5d9eb26cdffb177779d,237075529060,160695210776,-76380318284,"{""type"":""block_connected"",""hash"":""13f066af6394362091cc50720371f4f040c6ea9d67c5e5d9eb26cdffb177779d"",""height"":52,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":191750,""timestamp_us"":237075529060}"
(internal BlockChecked),block_validated,13f066af6394362091cc50720371f4f040c6ea9d67c5e5d9eb26cdffb177779d,237075529095,160695210851,-76380318244,"{""type"":""block_validated"",""hash"":""13f066af6394362091cc50720371f4f040c6ea9d67c5e5d9eb26cdffb177779d"",""height"":-1,""tx_count"":1,""received_us"":237075529095,""validated_us"":237075529095,""accepted"":true}"
utxocache:add,utxocache_add,5e1783b276ba551a7dccf5f37e96d22453e362f2f030f3d3e9d7fccdb0f093ad:0,237075529422,160695211153,-76380318269,"{""type"":""utxocache_add"",""txid"":""5e1783b276ba551a7dccf5f37e96d22453e362f2f030f3d3e9d7fccdb0f093ad"",""vout"":0,""height"":53,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075529422}"
utxocache:add,utxocache_add,5e1783b276ba551a7dccf5f37e96d22453e362f2f030f3d3e9d7fccdb0f093ad:0,237075530270,160695211978,-76380318292,"{""type"":""utxocache_add"",""txid"":""5e1783b276ba551a7dccf5f37e96d22453e362f2f030f3d3e9d7fccdb0f093ad"",""vout"":0,""height"":53,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075530270}"
validation:block_connected,block_connected,6683497ff75de9a1536bec23eaa1c0668d9c5981fed1a0177cdd0736c46f2a34,237075530443,160695212140,-76380318303,"{""type"":""block_connected"",""hash"":""6683497ff75de9a1536bec23eaa1c0668d9c5981fed1a0177cdd0736c46f2a34"",""height"":53,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":176208,""timestamp_us"":237075530443}"
(internal BlockChecked),block_validated,6683497ff75de9a1536bec23eaa1c0668d9c5981fed1a0177cdd0736c46f2a34,237075530447,160695212185,-76380318262,"{""type"":""block_validated"",""hash"":""6683497ff75de9a1536bec23eaa1c0668d9c5981fed1a0177cdd0736c46f2a34"",""height"":-1,""tx_count"":1,""received_us"":237075530447,""validated_us"":237075530447,""accepted"":true}"
utxocache:add,utxocache_add,0313d4d76ec4cad7021456167b1757fd4e363f65cf00c95ad4e77902b92d61ce:0,237075530575,160695212261,-76380318314,"{""type"":""utxocache_add"",""txid"":""0313d4d76ec4cad7021456167b1757fd4e363f65cf00c95ad4e77902b92d61ce"",""vout"":0,""height"":54,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075530575}"
utxocache:add,utxocache_add,0313d4d76ec4cad7021456167b1757fd4e363f65cf00c95ad4e77902b92d61ce:0,237075531839,160695213539,-76380318300,"{""type"":""utxocache_add"",""txid"":""0313d4d76ec4cad7021456167b1757fd4e363f65cf00c95ad4e77902b92d61ce"",""vout"":0,""height"":54,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075531839}"
validation:block_connected,block_connected,650748f4a8ac282a717f31f2d567307e28c41ec1e211e038cf5cf2501a782fbc,237075532120,160695213803,-76380318317,"{""type"":""block_connected"",""hash"":""650748f4a8ac282a717f31f2d567307e28c41ec1e211e038cf5cf2501a782fbc"",""height"":54,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":283209,""timestamp_us"":237075532120}"
(internal BlockChecked),block_validated,650748f4a8ac282a717f31f2d567307e28c41ec1e211e038cf5cf2501a782fbc,237075532123,160695213836,-76380318287,"{""type"":""block_validated"",""hash"":""650748f4a8ac282a717f31f2d567307e28c41ec1e211e038cf5cf2501a782fbc"",""height"":-1,""tx_count"":1,""received_us"":237075532123,""validated_us"":237075532123,""accepted"":true}"
utxocache:add,utxocache_add,2cb679fefe552fcbff9cb10734870879e9c6dc9645ee02b22fab15c4afbe8c9e:0,237075532324,160695214026,-76380318298,"{""type"":""utxocache_add"",""txid"":""2cb679fefe552fcbff9cb10734870879e9c6dc9645ee02b22fab15c4afbe8c9e"",""vout"":0,""height"":55,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075532324}"
utxocache:add,utxocache_add,2cb679fefe552fcbff9cb10734870879e9c6dc9645ee02b22fab15c4afbe8c9e:0,237075532452,160695214135,-76380318317,"{""type"":""utxocache_add"",""txid"":""2cb679fefe552fcbff9cb10734870879e9c6dc9645ee02b22fab15c4afbe8c9e"",""vout"":0,""height"":55,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075532452}"
validation:block_connected,block_connected,27ebcff1d6ddabdd9506ce86e16681ef6134232773902b94ad0bf3d4fca53b84,237075532534,160695214226,-76380318308,"{""type"":""block_connected"",""hash"":""27ebcff1d6ddabdd9506ce86e16681ef6134232773902b94ad0bf3d4fca53b84"",""height"":55,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":84709,""timestamp_us"":237075532534}"
(internal BlockChecked),block_validated,27ebcff1d6ddabdd9506ce86e16681ef6134232773902b94ad0bf3d4fca53b84,237075532537,160695214261,-76380318276,"{""type"":""block_validated"",""hash"":""27ebcff1d6ddabdd9506ce86e16681ef6134232773902b94ad0bf3d4fca53b84"",""height"":-1,""tx_count"":1,""received_us"":237075532537,""validated_us"":237075532537,""accepted"":true}"
utxocache:add,utxocache_add,507ebd70cc2615487e1a1f0deace495f0c4b0fb07148107f36200b09dc12eaf6:0,237075533713,160695215396,-76380318317,"{""type"":""utxocache_add"",""txid"":""507ebd70cc2615487e1a1f0deace495f0c4b0fb07148107f36200b09dc12eaf6"",""vout"":0,""height"":56,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075533713}"
utxocache:add,utxocache_add,507ebd70cc2615487e1a1f0deace495f0c4b0fb07148107f36200b09dc12eaf6:0,237075753395,160695435143,-76380318252,"{""type"":""utxocache_add"",""txid"":""507ebd70cc2615487e1a1f0deace495f0c4b0fb07148107f36200b09dc12eaf6"",""vout"":0,""height"":56,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075753395}"
validation:block_connected,block_connected,5fb45b2acaddf9dfbd0c1275c7df08512871754c7a2609c4c1a79784343105d7,237075753604,160695435322,-76380318282,"{""type"":""block_connected"",""hash"":""5fb45b2acaddf9dfbd0c1275c7df08512871754c7a2609c4c1a79784343105d7"",""height"":56,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":218959,""timestamp_us"":237075753604}"
(internal BlockChecked),block_validated,5fb45b2acaddf9dfbd0c1275c7df08512871754c7a2609c4c1a79784343105d7,237075753608,160695435386,-76380318222,"{""type"":""block_validated"",""hash"":""5fb45b2acaddf9dfbd0c1275c7df08512871754c7a2609c4c1a79784343105d7"",""height"":-1,""tx_count"":1,""received_us"":237075753608,""validated_us"":237075753608,""accepted"":true}"
utxocache:add,utxocache_add,7986ae4e4cb261de81412946ef14d89ef9016091e8da7abb4b8a88b62e864190:0,237075753825,160695435508,-76380318317,"{""type"":""utxocache_add"",""txid"":""7986ae4e4cb261de81412946ef14d89ef9016091e8da7abb4b8a88b62e864190"",""vout"":0,""height"":57,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075753825}"
utxocache:add,utxocache_add,7986ae4e4cb261de81412946ef14d89ef9016091e8da7abb4b8a88b62e864190:0,237075753984,160695435671,-76380318313,"{""type"":""utxocache_add"",""txid"":""7986ae4e4cb261de81412946ef14d89ef9016091e8da7abb4b8a88b62e864190"",""vout"":0,""height"":57,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075753984}"
validation:block_connected,block_connected,135c887754952e1ab96897c29dd81d021f1ea0a027af43c52770c734f8aa2d0e,237075754243,160695435936,-76380318307,"{""type"":""block_connected"",""hash"":""135c887754952e1ab96897c29dd81d021f1ea0a027af43c52770c734f8aa2d0e"",""height"":57,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":261375,""timestamp_us"":237075754243}"
(internal BlockChecked),block_validated,135c887754952e1ab96897c29dd81d021f1ea0a027af43c52770c734f8aa2d0e,237075754246,160695435980,-76380318266,"{""type"":""block_validated"",""hash"":""135c887754952e1ab96897c29dd81d021f1ea0a027af43c52770c734f8aa2d0e"",""height"":-1,""tx_count"":1,""received_us"":237075754246,""validated_us"":237075754246,""accepted"":true}"
utxocache:add,utxocache_add,86abfc0274118f28c8c971f6221a75665c33297ed3da83d4dfb19b08c412dd50:0,237075754365,160695436050,-76380318315,"{""type"":""utxocache_add"",""txid"":""86abfc0274118f28c8c971f6221a75665c33297ed3da83d4dfb19b08c412dd50"",""vout"":0,""height"":58,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075754365}"
utxocache:add,utxocache_add,86abfc0274118f28c8c971f6221a75665c33297ed3da83d4dfb19b08c412dd50:0,237075754488,160695436185,-76380318303,"{""type"":""utxocache_add"",""txid"":""86abfc0274118f28c8c971f6221a75665c33297ed3da83d4dfb19b08c412dd50"",""vout"":0,""height"":58,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075754488}"
validation:block_connected,block_connected,1908c2dd84f88f25c5ba207db737d2dfcb5b07c7de98882311e7425319c75804,237075754571,160695436260,-76380318311,"{""type"":""block_connected"",""hash"":""1908c2dd84f88f25c5ba207db737d2dfcb5b07c7de98882311e7425319c75804"",""height"":58,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":85958,""timestamp_us"":237075754571}"
(internal BlockChecked),block_validated,1908c2dd84f88f25c5ba207db737d2dfcb5b07c7de98882311e7425319c75804,237075754577,160695436288,-76380318289,"{""type"":""block_validated"",""hash"":""1908c2dd84f88f25c5ba207db737d2dfcb5b07c7de98882311e7425319c75804"",""height"":-1,""tx_count"":1,""received_us"":237075754577,""validated_us"":237075754577,""accepted"":true}"
utxocache:add,utxocache_add,60d600f5b25ef9cb2be5c21fdf9f34a97df6f8bd128874ff27bf3cb8e1f7b1f2:0,237075757236,160695438919,-76380318317,"{""type"":""utxocache_add"",""txid"":""60d600f5b25ef9cb2be5c21fdf9f34a97df6f8bd128874ff27bf3cb8e1f7b1f2"",""vout"":0,""height"":59,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075757236}"
utxocache:add,utxocache_add,60d600f5b25ef9cb2be5c21fdf9f34a97df6f8bd128874ff27bf3cb8e1f7b1f2:0,237075757370,160695439075,-76380318295,"{""type"":""utxocache_add"",""txid"":""60d600f5b25ef9cb2be5c21fdf9f34a97df6f8bd128874ff27bf3cb8e1f7b1f2"",""vout"":0,""height"":59,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075757370}"
validation:block_connected,block_connected,5a10b25f68334f5a16564f075808172d4a715127b3dd529aac0f77932b73be32,237075757449,160695439141,-76380318308,"{""type"":""block_connected"",""hash"":""5a10b25f68334f5a16564f075808172d4a715127b3dd529aac0f77932b73be32"",""height"":59,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":81083,""timestamp_us"":237075757449}"
(internal BlockChecked),block_validated,5a10b25f68334f5a16564f075808172d4a715127b3dd529aac0f77932b73be32,237075757453,160695439168,-76380318285,"{""type"":""block_validated"",""hash"":""5a10b25f68334f5a16564f075808172d4a715127b3dd529aac0f77932b73be32"",""height"":-1,""tx_count"":1,""received_us"":237075757453,""validated_us"":237075757453,""accepted"":true}"
utxocache:add,utxocache_add,95af1dadb0f386588ca3eaf0fa9f5763b43a3637c35bbed310649aa75bcaefd9:0,237075759948,160695442003,-76380317945,"{""type"":""utxocache_add"",""txid"":""95af1dadb0f386588ca3eaf0fa9f5763b43a3637c35bbed310649aa75bcaefd9"",""vout"":0,""height"":60,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237075759948}"
